location,city,price_total_inr,price_per_sqft,area_sqft,BHK
Agarwal Florence,mumbai,31900000.0,31428.571428571428,1015.0,5
Rustomjee Prive,mumbai,65800000.0,50038.022813688214,1315.0,5
Lodha Adrina,mumbai,83500000.0,65955.76619273302,1266.0,5
Paranjape Aspire,mumbai,22500000.0,30949.10591471802,727.0,1
Empire Maitri Flora The Legend,mumbai,26500000.0,27983.1045406547,947.0,1
Hubtown Seasons,mumbai,30400000.0,41473.39699863574,733.0,1
Kalpataru Elitus,mumbai,33200000.0,31173.708920187793,1065.0,2
Godrej Trilogy Seafront,mumbai,176500000.0,100000.0,1765.0,2
Mangal Signature,mumbai,57699999.99999999,44728.68217054263,1290.0,3
Paranjape Athena,mumbai,37100000.0,43493.55216881594,853.0,1
Shreeji Eternity,mumbai,28100000.0,23089.564502875925,1217.0,3
Lodha Divino,mumbai,59900000.0,46472.0,1290.0,4
Bellanza Phase 1 Wing A B C at The Prestige City,mumbai,34700000.0,32953.46628679962,1053.0,5
Raheja Modern Vivarea,mumbai,122900000.0,73681.0551558753,1668.0,5
DLH Signature,mumbai,140800000.0,70400.0,2000.0,2
Sahakar Excel Acropolis,mumbai,22000000.0,35426.731078904995,621.0,1
Adani Linkbay Residences,mumbai,32100000.0,38956.31067961165,824.0,1
Platinum Crest,mumbai,22400000.000000004,36721.31147540984,610.0,1
Shreeji Sky Rise Tower,mumbai,32300000.0,39827.37361282368,811.0,1
Dosti Mezzo 22,mumbai,30400000.0,45921.450151057405,662.0,1
The Erica,mumbai,40000000.0,37002.77520814061,1081.0,4
Neo Smile Belmonte Corner,mumbai,37700000.0,34907.40740740741,1080.0,3
DLF The Westpark,mumbai,46900000.00000001,30202.0,1150.0,4
Hill View Crest Oaks,mumbai,19600000.0,27374.301675977655,716.0,1
Mhatre and Goradia White Orchid Residency,mumbai,32100000.0,28257.042253521126,1136.0,2
Radius 10 BKC,mumbai,101700000.0,71019.5530726257,1432.0,4
Ten X Invictus by GS,mumbai,71800000.0,54977.029096477796,1306.0,3
L & T The Gateway,mumbai,57500000.0,39655.0,1258.0,3
Piramal Revanta,mumbai,23900000.0,27985.948477751757,854.0,1
Kalpataru Elitus,mumbai,33200000.0,31173.708920187793,1065.0,2
Paintora Shree Varadvinayak Tower,mumbai,22700000.0,36495.176848874595,622.0,1
Sunteck Sky Park,mumbai,18600000.0,17697.43101807802,1051.0,5
Apex Green Wood,mumbai,15300000.0,23611.11111111111,648.0,1
Gurukrupa Alaknanda,mumbai,80200000.0,54520.73419442556,1471.0,4
Raheja Modern Vivarea,mumbai,122900000.0,73681.0551558753,1668.0,3
Rustomjee Crown Phase II,mumbai,91900000.0,59334.0,1409.0,4
Starom Ekya,mumbai,44600000.0,31902.71816881259,1398.0,3
Chandak Greenairy,mumbai,40400000.0,35069.444444444445,1152.0,2
Sonam Indraneel,mumbai,14400000.0,17496.96233292831,823.0,1
Hill View Crest Oaks,mumbai,20700000.0,27201.051248357424,761.0,1
Prestige Forest Hills,mumbai,26900000.0,28435.517970401692,946.0,1
Hiranandani Maitri Park,mumbai,37500000.0,20833.0,1800.0,4
Supreme Boulevard,mumbai,40900000.0,34957.26495726496,1170.0,3
DLF The Westpark,mumbai,59100000.0,30204.0,1450.0,3
Ten X Invictus by GS,mumbai,71800000.0,54977.029096477796,1306.0,5
Seven Eleven Ayodhya,mumbai,11700000.0,13995.215311004784,836.0,1
Prestige Nautilus,mumbai,249800000.0,95745.49635875814,2609.0,4
Dhananjay Hill View,mumbai,5460000.0,8400.0,650.0,1
Sunbeam Heights,mumbai,19300000.0,29555.895865237366,653.0,1
N Rose Northern Hills,mumbai,19700000.0,28102.71041369472,701.0,1
Sunteck Sky Park,mumbai,13100000.0,17702.702702702703,740.0,1
Piramal Revanta,mumbai,40400000.0,28632.175761871014,1411.0,3
Godrej Trilogy Seafront,mumbai,176500000.0,100000.0,1765.0,2
Agarwal Floresta Maple,mumbai,18200000.0,24728.260869565216,736.0,1
Adani Linkbay Residences,mumbai,59400000.00000001,39027.59526938239,1522.0,3
Seven Eleven Ayodhya,mumbai,11700000.0,13995.215311004784,836.0,1
Dosti West County,thane,13899999.999999998,18361.955085865255,757.0,1
Kalpataru Eternia,thane,13200000.0,21463.414634146342,615.0,1
Kalpataru Parkcity,thane,23200000.0,21501.39017608897,1079.0,2
Lodha Codename Premier,thane,9000000.0,11857.707509881422,759.0,1
Rustomjee LA VIE,thane,18200000.0,21174.0,833.0,1
Damji Shamji Mahavir Spring,thane,26000000.0,25717.111770524232,1011.0,4
Runwal One,thane,19200000.0,19958.41995841996,962.0,1
Kalpataru Parkcity,thane,22900000.0,17102.0,957.0,1
Godrej Vihaa,thane,5300000.0,8952.702702702703,592.0,1
Runwal One,thane,19200000.0,19958.41995841996,962.0,1
Narang Privado,thane,17500000.0,19379.84496124031,903.0,1
Adani Codename LIT,thane,24600000.0,25153.374233128834,978.0,1
Ashar Merac,thane,17700000.0,19093.851132686083,927.0,1
Puraniks Mirai,thane,8340000.000000001,14379.310344827587,580.0,1
Godrej Ascend,thane,19900000.0,23467.0,707.0,1
Rustomjee LA VIE,thane,18200000.0,21174.0,833.0,1
Yashwant Niwas,thane,29500000.0,16857.0,1073.0,2
New Adani Launch,thane,24100000.0,14636.0,1150.0,4
Hiranandani Estate Casablanca,thane,35000000.0,23810.0,1385.0,2
Kalpa Taru Siddhachal 3,thane,16500000.0,13750.0,780.0,1
Hiranandani Rodas Enclave,thane,42000000.0,28000.0,1292.0,4
Lodha Casa Rio Gold,thane,3800000.0,4910.0,584.0,1
Nexus Hyde Park,thane,20000000.0,15504.0,1100.0,4
Codename Lottery,thane,6300000.0,12574.850299401198,501.0,1
Hiranandani Estate Casablanca,thane,36500000.0,20000.0,1250.0,5
Neelkanth Height,thane,27500000.0,22917.0,1100.0,3
Pokharan Road Number 2 Thane,thane,20000000.0,13793.0,1000.0,5
Delanna,thane,20000000.0,25000.0,710.0,1
Lodha Amara,thane,12500000.0,10000.0,625.0,1
Piramal Vaikunth,thane,12100000.0,23000.0,530.0,1
L & T Evara Heights,thane,28400000.0,23393.739703459636,1214.0,4
Ashar Merac,thane,14300000.0,14592.0,700.0,1
Rustomjee LA VIE,thane,27100000.0,13550.0,1680.0,5
Platinum Heritage,thane,13000000.0,17568.0,940.0,1
Piramal Vaikunth,thane,11500000.0,21698.0,530.0,1
Raj Tulsi City,thane,3360000.0,4042.0,585.0,1
Runwal Codename Enchanted,thane,9000000.0,16364.0,550.0,1
Ashar Merac,thane,13400000.0,19143.0,700.0,1
Dynamix Parkwoods,thane,14000000.0,12800.0,700.0,1
Hiranandani Westgate,thane,18500000.0,21765.0,677.0,1
Lodha Crown,thane,9500000.0,11980.0,496.0,1
Eternia at Kalpataru Parkcity,thane,28900000.0,15259.0,1353.0,2
Green Square,thane,7700000.0,11544.0,557.0,1
Lodha Palava City,thane,13300000.0,11949.685534591195,1113.0,3
Tulip Kingdom,navi-mumbai,15100000.0,9326.74490426189,1619.0,4
Pyramid Centria,navi-mumbai,30400000.0,25719.12013536379,1182.0,3
Nova 10 Elegance Phase I,navi-mumbai,19900000.0,10815.217391304348,1840.0,4
Satyam Seasons,navi-mumbai,40700000.0,32123.125493291238,1267.0,5
Goodwill Wisteria,navi-mumbai,34400000.0,29426.860564585117,1169.0,5
Millennium Celesta,navi-mumbai,11100000.000000002,16157.205240174675,687.0,1
Paradise Sai World City,navi-mumbai,16399999.999999998,18700.114025085517,877.0,1
Godrej Eternal Palms,navi-mumbai,36600000.0,39825.89771490751,919.0,1
Sai Platinum,navi-mumbai,16800000.0,17573.221757322175,956.0,1
Siddharth Builders Geetanjali Bellezza,navi-mumbai,8090000.000000001,11378.34036568214,711.0,1
The Arena at Hiranandani Fortune city,navi-mumbai,22100000.0,17238.689547581904,1282.0,4
Ravriya Neelkanth Darshan,navi-mumbai,20800000.0,18245.614035087718,1140.0,2
Hiranandani Golden Willows,navi-mumbai,20100000.0,16118.6848436247,1247.0,2
Kamdhenu Zenith,navi-mumbai,15900000.0,23485.967503692762,677.0,1
Satyam Surya Manhattan,navi-mumbai,18600000.0,10087.0,1844.0,3
LA MER ONE,navi-mumbai,7150000.0,11936.560934891486,599.0,1
Nisarg Aura,navi-mumbai,9490000.0,13180.555555555555,720.0,1
Dream Meadows,navi-mumbai,8530000.0,12065.063649222066,707.0,1
Satyam Seasons,navi-mumbai,40700000.0,32123.125493291238,1267.0,3
Neelkanth Palm President,navi-mumbai,28300000.0,23642.439431913117,1197.0,2
Gami Satyam Skyscape,navi-mumbai,35000000.0,25964.39169139466,1348.0,4
Raheja Lunaris,navi-mumbai,16399999.999999998,25269.645608628656,649.0,1
Wadhwa Wise City,navi-mumbai,7759999.999999999,14980.69498069498,518.0,1
Saubhagyam,navi-mumbai,8330000.0,14362.068965517241,580.0,1
Saras Vatika,navi-mumbai,12700000.0,12487.70894788594,1017.0,5
Hiranandani Fortune City,navi-mumbai,17600000.0,15956.482320942883,1103.0,3
Sai Platinum,navi-mumbai,16800000.0,17573.221757322175,956.0,1
Mansh Bhaveshwar Callista,navi-mumbai,9930000.0,8866.07142857143,1120.0,3
Majestique Evolvus,pune,16299999.999999998,14186.248912097475,1149.0,5
Ashiana Malhar,pune,10500000.0,10047.846889952154,1045.0,5
Godrej Emerald Waters,pune,12600000.0,13680.781758957655,921.0,1
Godrej Serene,pune,9440000.0,9968.32101372756,947.0,1
Vilas Javdekar Yashwin Enchante,pune,7159999.999999999,10098.73060648801,709.0,1
Rama Fusion Towers,pune,6600000.0,9720.17673048601,679.0,1
Nyati Exuberance I,pune,6640000.000000001,7289.0,701.0,1
Shubh Nirvana,pune,20800000.0,15615.615615615616,1332.0,3
Prasun Adara,pune,16000000.0,12841.091492776886,1246.0,2
Kalpataru Blossoms,pune,30800000.0,18366.12999403697,1677.0,3
Kalpataru Jade Skyline,pune,18000000.0,15138.772077375947,1189.0,4
VTP MONARQUE,pune,10400000.0,12093.023255813954,860.0,1
City One Vezdaa,pune,13799999.999999998,11471.321695760596,1203.0,4
Regency Astra,pune,12000000.0,13483.14606741573,890.0,1
Lodha Magnus,pune,20500000.0,14769.452449567723,1388.0,5
Lodha Bella Vita,pune,9660000.0,11884.0,813.0,1
Majestique Signature Towers,pune,13700000.000000002,15838.150289017343,865.0,1
Sagitarius Bluegrass Residences,pune,52200000.0,30905.861456483126,1689.0,4
Vivanta Yashada Earthsong,pune,15900000.0,8945.0,1374.0,4
Valeentina Tower,pune,15800000.0,12619.808306709265,1252.0,4
Ganga New Town Phase 2,pune,8080000.0,9758.454106280193,828.0,1
The Greenfront at Godrej Park World,pune,14900000.0,12437.395659432388,1198.0,4
Kohinoor Central Park,pune,10600000.0,11099.476439790576,955.0,1
Tulip Infinity Evana,pune,16000000.0,13223.140495867769,1210.0,3
Livience Aleenta,pune,24700000.000000004,17034.482758620692,1450.0,4
Rohan Saroha,pune,13400000.0,9889.29889298893,1355.0,5
Shapoorji Pallonji Vanaha,pune,23500000.0,15698.062792251169,1497.0,2
Kolte Patil 24K Manor,pune,26400000.0,13643.0,1476.0,5
1 Residences By Burgundy,pune,30800000.0,18160.377358490565,1696.0,3
Lodha Panache,pune,14300000.0,12745.098039215687,1122.0,2
Bramhacorp Sun Valley,pune,17400000.0,12756.598240469208,1364.0,2
Runwal The Central Park,pune,15000000.0,15337.423312883435,978.0,1
Pristine O2 World,pune,18200000.0,13065.326633165829,1393.0,5
Altamira by Vtp Luxe,pune,17400000.0,12024.879060124395,1447.0,2
Basil Maximus,pune,7880000.0,9987.325728770596,789.0,1
Venkatesh Erandwane Central,pune,30000000.0,25751.07296137339,1165.0,4
Duville Riverdale Grand,pune,19800000.0,13973.18278052223,1417.0,2
Godrej Skyline,pune,33200000.0,20933.16519546028,1586.0,2
Bramhacorp Sun Valley,pune,15000000.0,12711.864406779661,1180.0,3
Raheja Stellar,pune,27000000.0,12890.0,2100.0,5
Nirman Serenopolis,pune,10500000.0,11400.651465798046,921.0,1
Lodha Panache,pune,13000000.0,13118.062563067608,991.0,1
Pristine Allure,pune,9230000.0,12144.736842105263,760.0,1
Geras Joy on the Treetops,pune,7590000.000000001,10968.20809248555,692.0,1
ARV Richvue,pune,10200000.0,9922.178988326848,1028.0,4
Majestique Mrugavarsha,pune,8230000.0,8313.131313131313,990.0,1
Kasturi Eon Homes,pune,10900000.0,12991.65673420739,839.0,1
Rohan Harita,pune,14300000.0,12929.475587703435,1106.0,5
Lodha Panache,pune,14300000.0,13143.382352941177,1088.0,3
Majestique Towers,pune,11200000.000000002,13160.987074030554,851.0,1
Vasupujya Neco Park Central,pune,9300000.0,11383.108935128519,817.0,1
ANP Privado,pune,28000000.0,19321.0,1309.0,5
Venkatesh Skylife,pune,20400000.0,14956.011730205279,1364.0,3
Lodha Panache,pune,13799999.999999998,12683.823529411762,1088.0,5
Godrej Elaris,pune,16900000.0,18469.945355191256,915.0,1
Kolte Patil 24K Altura,pune,25900000.0,14387.0,1335.0,4
VTP Velvet Villas,pune,135700000.0,32841.239109390124,4132.0,2
Pristine The Lords Part 1,pune,26300000.0,12213.0,1600.0,3
Parsvnath La Tropicana,new-delhi,44600000.0,16851.0,2650.0,4
DDA Flats Munirka,new-delhi,17900000.0,14917.0,1200.0,4
Vasant Vihar Builder Floor,new-delhi,130000000.0,61466.0,2250.0,3
Din Apartment,new-delhi,29200000.0,15784.0,1750.0,3
Dream Apartments,new-delhi,29500000.0,16857.0,1600.0,4
Brindawan Garden Apartment,new-delhi,28900000.0,15622.0,1650.0,3
Shree Radha Krishna Apartment,new-delhi,26800000.0,15765.0,1650.0,5
TARC Kailasa,new-delhi,90000000.0,26163.0,3000.0,4
DDA Flats Vasant Kunj,new-delhi,42500000.0,24286.0,1750.0,3
Princess Park Apartments,new-delhi,34500000.0,17692.0,1950.0,2
Konark Apartments,new-delhi,16500000.0,14348.0,1050.0,2
DDA Flats Sector C Pocket 3,new-delhi,35500000.0,23667.0,1400.0,3
Nanda Devi Apartments,new-delhi,27900000.0,15500.0,1600.0,5
Brindawan Garden Apartment,new-delhi,28900000.0,15622.0,1650.0,2
New Jyoti Apartments,new-delhi,26500000.0,15588.0,1300.0,5
Sunny Valley Apartments,new-delhi,31500000.0,16154.0,1950.0,3
DLF One Midtown,new-delhi,61000000.0,26522.0,2200.0,2
Brotherhood Apartment,new-delhi,14000000.0,11667.0,1250.0,3
Mayank Apartments,new-delhi,22500000.0,20089.0,950.0,1
DDA Flats Vasant Kunj,new-delhi,33000000.0,19412.0,1500.0,3
DDA Rainbow Apartments,new-delhi,14500000.0,12083.0,1050.0,3
DDA Flats Sarita Vihar,new-delhi,25400000.0,14514.0,1700.0,3
RWA Panchsheel Enclave,new-delhi,62000000.0,25996.0,2385.0,3
Shree Awas,new-delhi,19800000.0,15840.0,1000.0,3
New Modern Appartment,new-delhi,23800000.0,19040.0,1250.0,3
DDA Flats Munirka,new-delhi,18000000.0,15000.0,1000.0,2
DDA Venus Apartment,new-delhi,11000000.0,12941.176470588236,850.0,1
East of Kailash,new-delhi,55000000.0,30556.0,1500.0,4
Sector 5 Pocket 1 DDA SFS Flats,new-delhi,22500000.0,12500.0,1600.0,5
Luxury Floors by Mark Developers,new-delhi,25000000.0,9259.0,2650.0,2
M3M The Cullinan,noida,70400000.0,22000.0,3200.0,5
L and T Green Reserve,noida,48600000.0,22498.0,1785.0,4
ATS Picturesque Reprieves,noida,28200000.0,12000.0,2350.0,4
ATS Picturesque Reprieves,noida,28200000.0,12000.0,2350.0,3
ATS Rhapsody,noida,21600000.0,12021.0,1205.0,2
M3M The Cullinan,noida,70400000.0,22000.0,3200.0,4
Amrapali Heart Beat City,noida,18100000.0,10461.0,1735.0,2
ATS Picturesque Reprieves,noida,28200000.0,12000.0,2350.0,5
Sam Palm Olympia,noida,15500000.0,10246.0,1517.0,4
ATS Picturesque Reprieves,noida,28200000.0,12000.0,2350.0,3
AVP AVS Orchard,noida,14500000.0,11025.0,1320.0,5
ATS Picturesque Reprieves,noida,28200000.0,12000.0,2350.0,3
Jaypee Greens Imperial Court,noida,43300000.0,16631.0,2607.0,3
Ivory County,noida,37500000.0,16300.0,2304.0,2
The 3C Lotus Boulevard,noida,24300000.0,14164.0,1717.0,3
Ivory County,noida,37500000.0,16300.0,2304.0,4
Ivory County,noida,37500000.0,16300.0,2304.0,4
Radhey Casa Greens 1,noida,9810000.0,8245.0,710.0,1
M3M Jacob and Co Residences,noida,75000000.0,30000.0,2500.0,2
ATS Kingston Heath,noida,28900000.0,12306.0,2350.0,4
ABA Cleo County,noida,33600000.0,18393.0,1182.0,2
Shri Radha Aqua Gardens,noida,9810000.0,9000.0,613.0,1
ACE Divino,noida,10100000.0,10224.0,995.0,1
Ivory County,noida,37500000.0,16300.0,2304.0,4
Nimbus The Arista Luxe,noida,15700000.0,12202.0,1294.0,5
ATS Homekraft Happy Trails,noida,20000000.0,12308.0,1625.0,4
SKA Divya Towers,noida,19000000.0,10714.0,1775.0,2
Ace Starlit,noida,25700000.0,14500.0,1775.0,4
Nirala Estate Phase 2,noida,18500000.0,11258.0,1645.0,5
Prateek Canary,noida,43400000.0,17000.0,2555.0,2
M3M Jacob and Co Residences,noida,75000000.0,30000.0,2500.0,4
M3M The Cullinan,noida,71900000.0,22000.0,3270.0,2
Godrej Tropical Isle,noida,38200000.0,15356.0,2488.0,5
ATS Rhapsody,noida,21600000.0,12021.0,1205.0,4
ATS Homekraft Happy Trails,noida,20000000.0,12308.0,1625.0,4
VRSA The Ultima Heights,noida,6160000.0,5595.0,1100.0,4
M3M The Cullinan,noida,71900000.0,22000.0,3270.0,5
Sam Palm Olympia,noida,12600000.0,10246.0,1232.0,5
Amrapali Silicon City,noida,14200000.0,10000.0,1420.0,4
Godrej Jardinia,noida,48000000.0,17146.0,2800.0,2
Greatvalue Sharanam,noida,13500000.0,11853.0,753.0,1
Ivory County,noida,31500000.0,15487.0,1650.0,2
Ivory County,noida,31000000.0,13455.0,2304.0,4
Supertech Supernova,noida,18500000.0,13396.0,1200.0,3
3C Lotus Panache,noida,18500000.0,10756.0,1720.0,3
Ivory County,noida,82500000.0,17527.0,4707.0,4
Saket Dham,noida,22100000.0,12629.0,1650.0,5
Godrej Riverine,noida,68200000.0,22745.0,3000.0,5
Godrej Tropical Isle,noida,40000000.0,16000.0,1900.0,4
Sector 19 RWA,noida,51500000.0,25750.0,2000.0,3
Future Estate,noida,13700000.000000002,9149.0,833.0,1
Ace Starlit,noida,39000000.0,22034.0,1185.0,2
Mahagun Medalleo,noida,42900000.0,17195.0,1313.0,2
Experion Windchants,gurgaon,59900000.0,16119.0,3500.0,2
Conscient Heritage Max,gurgaon,26200000.0,13495.0,1942.0,2
Ashiana Amarah,gurgaon,21400000.0,21400.0,1000.0,4
Satya Levante Residences,gurgaon,30800000.0,13750.0,2240.0,2
Smart World Gems,gurgaon,12500000.0,10460.0,1105.0,5
Emaar Amaris,gurgaon,31400000.0,20991.0,1500.0,3
M3M Antalya Hills Phase II,gurgaon,21700000.0,14988.0,1450.0,2
Emaar Imperial Gardens,gurgaon,24100000.0,12099.0,2000.0,2
Bestech Altura,gurgaon,27700000.0,12890.0,1405.0,4
Experion Windchants,gurgaon,62500000.0,16779.0,3550.0,5
Group Silverglades The Melia,gurgaon,17400000.0,9464.0,1205.0,4
Luxury Floors,gurgaon,34500000.0,15333.0,2250.0,3
Sobha City,gurgaon,34200000.0,20029.0,1711.0,3
SS Cendana,gurgaon,22100000.0,18249.38067712634,1211.0,2
Emaar Serenity Hills,gurgaon,38800000.0,25244.0,1219.0,5
Birla Pravaah,gurgaon,33900000.0,17842.0,1900.0,5
DLF Park Place,gurgaon,79300000.0,34763.0,2282.0,5
M3M Capital,gurgaon,27600000.0,16235.0,1700.0,4
Krisumi Waterside Residences,gurgaon,44800000.00000001,22816.0,1964.0,5
Emaar Serenity Hills,gurgaon,38800000.0,25244.0,1219.0,4
Hercules Grace Resilviaa,gurgaon,20600000.0,12980.0,1587.0,5
Ashiana Amarah Phase 5,gurgaon,27000000.0,22406.639004149376,1205.0,3
Signature Global City 37D,gurgaon,21200000.0,15537.0,1000.0,5
Whiteland Urban Resort,gurgaon,64300000.0,22900.0,2809.0,4
Signature Global DE LUXE DXP,gurgaon,39300000.0,15001.0,2622.0,2
Ireo The Corridors,gurgaon,27500000.0,18531.0,1484.0,5
Emaar Serenity Hills,gurgaon,38800000.0,25244.0,1219.0,4
Ireo The Corridors,gurgaon,24000000.0,18519.0,1296.0,5
MRG Crown,gurgaon,28000000.0,17577.0,1593.0,4
Estate 360,gurgaon,56800000.0,19997.0,2844.0,2
DLF The Crest,gurgaon,141800000.0,54557.0,2250.0,4
Ashiana Aaroham,gurgaon,33800000.0,26846.703733121525,1259.0,5
Godrej Meridien,gurgaon,31000000.0,15485.0,1226.0,2
Ashiana Amarah,gurgaon,21400000.0,21400.0,1000.0,3
Ireo The Corridors,gurgaon,31900000.0,18471.0,1727.0,2
M3M Marina,gurgaon,23400000.0,12258.0,1914.0,2
Emaar Serenity Hills,gurgaon,38800000.0,25244.0,1219.0,4
Bestech Altura,gurgaon,27700000.0,12890.0,1405.0,5
Ashiana Anmol Phase 3,gurgaon,18600000.0,10473.0,1180.0,5
Signature Global Daxin Vistas,gurgaon,19700000.0,12710.0,1550.0,5
Adani Samsara,gurgaon,34900000.0,18865.0,1850.0,2
Altura at DXP 92,gurgaon,22800000.0,11990.0,1906.0,3
Ashiana Aaroham,gurgaon,29900000.000000004,28287.6064333018,1057.0,3
Ashiana Anmol Phase 3,gurgaon,19000000.0,10740.0,1180.0,5
Ashiana Anmol,gurgaon,13500000.0,11203.0,1205.0,4
Lucky Heights 4 and 5,jaipur,13100000.0,7501.0,1756.0,5
Lucky Heights 4 and 5,jaipur,13100000.0,7501.0,1756.0,5
Shubhashish Marina,jaipur,12600000.0,5935.0,2123.0,5
Ashiana Rangoli Gardens,jaipur,9290000.0,6278.0,1480.0,3
Shri Balaji Heights V,jaipur,7470000.0,4415.0,1017.0,4
Floresta By Reliant Group,jaipur,10000000.0,5750.0,1752.0,5
Jewel By Samurai,jaipur,58300000.0,10500.0,5559.0,5
Chordias Gulmohar Heights,jaipur,10700000.0,6000.0,1793.0,5
Aashish Central Park,jaipur,57600000.0,14000.0,4120.0,4
Aashish Central Park,jaipur,57600000.0,14000.0,4120.0,3
Shree Balaji Green Heights,jaipur,12200000.0,6500.0,1047.0,4
Manglam Rambagh,jaipur,18300000.0,6500.0,2821.0,2
Sankalp The Index,jaipur,13000000.0,7000.0,1100.0,5
Parth Aangan,jaipur,15900000.0,7500.0,2128.0,2
Vardhman Eminara,jaipur,15700000.0,7200.0,2194.0,3
Shubhashish Marina,jaipur,12600000.0,5935.0,2123.0,3
Jai Sharde Raghav Heights,jaipur,7800000.0,5436.0,1435.0,2
Mahimas Sansaar Phase I,jaipur,7480000.0,4503.0,1662.0,2
Vivanta Chordias Eraya,jaipur,11800000.0,6500.0,1829.0,2
Nature Homes Amaltas,jaipur,12700000.0,6711.0,1898.0,4
Vinayak Royal Crysta,jaipur,7759999.999999999,5500.0,1411.0,4
Vatika Jaipur 21,jaipur,4500000.0,2571.0,1750.0,5
Floresta By Reliant Group,jaipur,9640000.0,5500.0,1752.0,4
Vardhman Eminara,jaipur,13000000.0,7467.0,1741.0,5
Vardhman Eminara,jaipur,12500000.0,7200.0,1743.0,2
