location,city,price,area_sqft,bhk,price_per_sqft,wealth_buying,wealth_renting,decision
Agarwal Florence,mumbai,31900000.0,1015.0,5,31428.571428571428,14559720.04,46352036.9,RENTING is financially better
Rustomjee Prive,mumbai,65800000.0,1315.0,5,50038.02281368821,30032275.19,89583737.86,RENTING is financially better
Lodha Adrina,mumbai,83500000.0,1266.0,5,65955.76619273302,38110865.93,113787943.3,RENTING is financially better
Paranjape Aspire,mumbai,22500000.0,727.0,1,30949.10591471802,10269395.01,35989855.74,RENTING is financially better
Empire Maitri Flora The Legend,mumbai,26500000.0,947.0,1,27983.1045406547,12095065.24,39625973.33,RENTING is financially better
Hubtown Seasons,mumbai,30400000.0,733.0,1,41473.39699863574,13875093.7,46571690.69,RENTING is financially better
Kalpataru Elitus,mumbai,33200000.0,1065.0,2,31173.708920187797,15153062.86,47704395.44,RENTING is financially better
Godrej Trilogy Seafront,mumbai,176500000.0,1765.0,2,100000.0,80557698.64,234959463.7,RENTING is financially better
Mangal Signature,mumbai,57699999.99999999,1290.0,3,44728.68217054263,26335292.98,78883583.67,RENTING is financially better
Paranjape Athena,mumbai,37100000.0,853.0,1,43493.55216881594,16933091.33,54634241.14,RENTING is financially better
Shreeji Eternity,mumbai,28100000.0,1217.0,3,23089.564502875925,12825333.33,39636099.49,RENTING is financially better
Lodha Divino,mumbai,59900000.0,1290.0,4,46472.0,27339411.61,81843683.65,RENTING is financially better
Bellanza Phase 1 Wing A B C at The Prestige City,mumbai,34700000.0,1053.0,5,32953.46628679962,15837689.2,49817875.37,RENTING is financially better
Raheja Modern Vivarea,mumbai,122900000.0,1668.0,5,73681.0551558753,56093717.64,163610439.65,RENTING is financially better
DLH Signature,mumbai,140800000.0,2000.0,2,70400.0,64263591.89,185060194.25,RENTING is financially better
Sahakar Excel Acropolis,mumbai,22000000.0,621.0,1,35426.731078904995,10041186.23,36158303.62,RENTING is financially better
Adani Linkbay Residences,mumbai,32100000.0,824.0,1,38956.31067961165,14651003.55,48136880.24,RENTING is financially better
Platinum Crest,mumbai,22400000.000000004,610.0,1,36721.31147540984,10223753.26,36783797.74,RENTING is financially better
Shreeji Sky Rise Tower,mumbai,32300000.0,811.0,1,39827.37361282368,14742287.06,48509146.01,RENTING is financially better
Dosti Mezzo 22,mumbai,30400000.0,662.0,1,45921.450151057405,13875093.7,47135134.55,RENTING is financially better
The Erica,mumbai,40000000.0,1081.0,4,37002.77520814061,18256702.24,56726822.11,RENTING is financially better
Neo Smile Belmonte Corner,mumbai,37700000.0,1080.0,3,34907.40740740741,17206941.86,53640107.96,RENTING is financially better
DLF The Westpark,mumbai,46900000.00000001,1150.0,4,30202.0,21405983.38,65463199.84,RENTING is financially better
Hill View Crest Oaks,mumbai,19600000.0,716.0,1,27374.30167597765,8945784.1,32175199.89,RENTING is financially better
Mhatre and Goradia White Orchid Residency,mumbai,32100000.0,1136.0,2,28257.04225352113,14651003.55,45660901.59,RENTING is financially better
Radius 10 BKC,mumbai,101700000.0,1432.0,4,71019.5530726257,46417665.45,136958695.51,RENTING is financially better
Ten X Invictus by GS,mumbai,71800000.0,1306.0,3,54977.0290964778,32770780.52,97728160.26,RENTING is financially better
L & T The Gateway,mumbai,57500000.0,1258.0,3,39655.0,26244009.47,78868430.2,RENTING is financially better
Piramal Revanta,mumbai,23900000.0,854.0,1,27985.94847775176,10908379.59,36865705.45,RENTING is financially better
Kalpataru Elitus,mumbai,33200000.0,1065.0,2,31173.708920187797,15153062.86,47704395.44,RENTING is financially better
Paintora Shree Varadvinayak Tower,mumbai,22700000.0,622.0,1,36495.1768488746,10360678.52,37092217.79,RENTING is financially better
Sunteck Sky Park,mumbai,18600000.0,1051.0,5,17697.43101807802,8489366.54,28171197.19,RENTING is financially better
Apex Green Wood,mumbai,15300000.0,648.0,1,23611.11111111111,6983188.61,26929186.31,RENTING is financially better
Gurukrupa Alaknanda,mumbai,80200000.0,1471.0,4,54520.73419442556,36604688.0,107720948.4,RENTING is financially better
Raheja Modern Vivarea,mumbai,122900000.0,1668.0,3,73681.0551558753,56093717.64,163610439.65,RENTING is financially better
Rustomjee Crown Phase II,mumbai,91900000.0,1409.0,4,59334.0,41944773.4,123955319.67,RENTING is financially better
Starom Ekya,mumbai,44600000.0,1398.0,3,31902.71816881259,20356223.0,60400464.27,RENTING is financially better
Chandak Greenairy,mumbai,40400000.0,1152.0,2,35069.444444444445,18439269.26,56701578.24,RENTING is financially better
Sonam Indraneel,mumbai,14400000.0,823.0,1,17496.96233292831,6572412.81,24329466.24,RENTING is financially better
Hill View Crest Oaks,mumbai,20700000.0,761.0,1,27201.051248357424,9447843.41,33298137.58,RENTING is financially better
Prestige Forest Hills,mumbai,26900000.0,946.0,1,28435.51797040169,12277632.26,40172109.15,RENTING is financially better
Hiranandani Maitri Park,mumbai,37500000.0,1800.0,4,20833.0,17115658.35,47657211.09,RENTING is financially better
Supreme Boulevard,mumbai,40900000.0,1170.0,3,34957.26495726496,18667478.04,57231483.32,RENTING is financially better
DLF The Westpark,mumbai,59100000.0,1450.0,3,30204.0,26974277.56,79497551.02,RENTING is financially better
Ten X Invictus by GS,mumbai,71800000.0,1306.0,5,54977.0290964778,32770780.52,97728160.26,RENTING is financially better
Seven Eleven Ayodhya,mumbai,11700000.0,836.0,1,13995.215311004784,5340085.41,20593450.49,RENTING is financially better
Prestige Nautilus,mumbai,249800000.0,2609.0,4,95745.49635875814,114013105.5,326886773.29,RENTING is financially better
Dhananjay Hill View,mumbai,5460000.0,650.0,1,8400.0,2492039.86,13673594.75,RENTING is financially better
Sunbeam Heights,mumbai,19300000.0,653.0,1,29555.89586523737,8808858.83,32271507.12,RENTING is financially better
N Rose Northern Hills,mumbai,19700000.0,701.0,1,28102.71041369472,8991425.85,32428787.33,RENTING is financially better
Sunteck Sky Park,mumbai,13100000.0,740.0,1,17702.702702702703,5979069.98,23238990.06,RENTING is financially better
Piramal Revanta,mumbai,40400000.0,1411.0,3,28632.17576187101,18439269.26,54646198.54,RENTING is financially better
Godrej Trilogy Seafront,mumbai,176500000.0,1765.0,2,100000.0,80557698.64,234959463.7,RENTING is financially better
Agarwal Floresta Maple,mumbai,18200000.0,736.0,1,24728.260869565216,8306799.52,30132783.33,RENTING is financially better
Adani Linkbay Residences,mumbai,59400000.00000001,1522.0,3,39027.59526938239,27111202.83,79329821.33,RENTING is financially better
Seven Eleven Ayodhya,mumbai,11700000.0,836.0,1,13995.215311004784,5340085.41,20593450.49,RENTING is financially better
Dosti West County,thane,13899999.999999998,757.0,1,18361.95508586525,6344204.03,24180480.96,RENTING is financially better
Kalpataru Eternia,thane,13200000.0,615.0,1,21463.414634146346,6024711.74,24365518.68,RENTING is financially better
Kalpataru Parkcity,thane,23200000.0,1079.0,2,21501.39017608897,10588887.3,34138293.93,RENTING is financially better
Lodha Codename Premier,thane,9000000.0,759.0,1,11857.707509881422,4107758.0,17571659.35,RENTING is financially better
Rustomjee LA VIE,thane,18200000.0,833.0,1,21174.0,8306799.52,29363007.92,RENTING is financially better
Damji Shamji Mahavir Spring,thane,26000000.0,1011.0,4,25717.111770524232,11866856.46,38445330.28,RENTING is financially better
Runwal One,thane,19200000.0,962.0,1,19958.41995841996,8763217.08,29684785.97,RENTING is financially better
Kalpataru Parkcity,thane,22900000.0,957.0,1,17102.0,10451962.03,34702815.07,RENTING is financially better
Godrej Vihaa,thane,5300000.0,592.0,1,8952.702702702703,2419013.05,13918592.83,RENTING is financially better
Runwal One,thane,19200000.0,962.0,1,19958.41995841996,8763217.08,29684785.97,RENTING is financially better
Narang Privado,thane,17500000.0,903.0,1,19379.84496124031,7987307.23,27865649.89,RENTING is financially better
Adani Codename LIT,thane,24600000.0,978.0,1,25153.374233128838,11227871.88,36823512.65,RENTING is financially better
Ashar Merac,thane,17700000.0,927.0,1,19093.851132686083,8078590.74,27944290.0,RENTING is financially better
Puraniks Mirai,thane,8340000.000000001,580.0,1,14379.310344827589,3806522.42,18104142.75,RENTING is financially better
Godrej Ascend,thane,19900000.0,707.0,1,23467.0,9082709.37,32650272.35,RENTING is financially better
Rustomjee LA VIE,thane,18200000.0,833.0,1,21174.0,8306799.52,29363007.92,RENTING is financially better
Yashwant Niwas,thane,29500000.0,1073.0,2,16857.0,13464317.9,42662558.84,RENTING is financially better
New Adani Launch,thane,24100000.0,1150.0,4,14636.0,10999663.1,34785800.07,RENTING is financially better
Hiranandani Estate Casablanca,thane,35000000.0,1385.0,2,23810.0,15974614.46,47586830.15,RENTING is financially better
Kalpa Taru Siddhachal 3,thane,16500000.0,780.0,1,13750.0,7530889.67,27496256.87,RENTING is financially better
Hiranandani Rodas Enclave,thane,42000000.0,1292.0,4,28000.0,19169537.35,57743362.17,RENTING is financially better
Lodha Casa Rio Gold,thane,3800000.0,584.0,1,4910.0,1734386.71,11963829.48,RENTING is financially better
Nexus Hyde Park,thane,20000000.0,1100.0,4,15504.0,9128351.12,29666041.56,RENTING is financially better
Codename Lottery,thane,6300000.0,501.0,1,12574.850299401198,2875430.6,15986253.26,RENTING is financially better
Hiranandani Estate Casablanca,thane,36500000.0,1250.0,5,20000.0,16659240.8,50676417.04,RENTING is financially better
Neelkanth Height,thane,27500000.0,1100.0,3,22917.0,12551482.79,39757291.48,RENTING is financially better
Pokharan Road Number 2 Thane,thane,20000000.0,1000.0,5,13793.0,9128351.12,30459624.46,RENTING is financially better
Delanna,thane,20000000.0,710.0,1,25000.0,9128351.12,32761014.86,RENTING is financially better
Lodha Amara,thane,12500000.0,625.0,1,10000.0,5705219.45,23344310.4,RENTING is financially better
Piramal Vaikunth,thane,12100000.0,530.0,1,23000.0,5522652.43,23560014.16,RENTING is financially better
L & T Evara Heights,thane,28400000.0,1214.0,4,23393.73970345964,12962258.59,40063556.97,RENTING is financially better
Ashar Merac,thane,14300000.0,700.0,1,14592.0,6526771.05,25171023.21,RENTING is financially better
Rustomjee LA VIE,thane,27100000.0,1680.0,5,13550.0,12368915.77,34616310.68,RENTING is financially better
Platinum Heritage,thane,13000000.0,940.0,1,17568.0,5933428.23,21517274.27,RENTING is financially better
Piramal Vaikunth,thane,11500000.0,530.0,1,21698.0,5248801.89,22752714.17,RENTING is financially better
Raj Tulsi City,thane,3360000.0,585.0,1,4042.0,1533562.99,11363873.65,RENTING is financially better
Runwal Codename Enchanted,thane,9000000.0,550.0,1,16364.0,4107758.0,19230247.61,RENTING is financially better
Ashar Merac,thane,13400000.0,700.0,1,19143.0,6115995.25,23960073.22,RENTING is financially better
Dynamix Parkwoods,thane,14000000.0,700.0,1,12800.0,6389845.78,24767373.21,RENTING is financially better
Hiranandani Westgate,thane,18500000.0,677.0,1,21765.0,8443724.79,31004647.23,RENTING is financially better
Lodha Crown,thane,9500000.0,496.0,1,11980.0,4335966.78,20331532.37,RENTING is financially better
Eternia at Kalpataru Parkcity,thane,28900000.0,1353.0,2,15259.0,13190467.37,39633226.74,RENTING is financially better
Green Square,thane,7700000.0,557.0,1,11544.0,3514415.18,17425546.82,RENTING is financially better
Lodha Palava City,thane,13300000.0,1113.0,3,11949.685534591195,6070353.5,20548025.85,RENTING is financially better
Tulip Kingdom,navi-mumbai,15100000.0,1619.0,4,9326.74490426189,6891905.1,18954396.37,RENTING is financially better
Pyramid Centria,navi-mumbai,30400000.0,1182.0,3,25719.12013536379,13875093.7,43008503.48,RENTING is financially better
Nova 10 Elegance Phase I,navi-mumbai,19900000.0,1840.0,4,10815.217391304348,9082709.37,23658978.11,RENTING is financially better
Satyam Seasons,navi-mumbai,40700000.0,1267.0,5,32123.12549329124,18576194.53,56192607.91,RENTING is financially better
Goodwill Wisteria,navi-mumbai,34400000.0,1169.0,5,29426.86056458512,15700763.93,48493669.21,RENTING is financially better
Millennium Celesta,navi-mumbai,11100000.000000002,687.0,1,16157.205240174677,5066234.87,20968589.02,RENTING is financially better
Paradise Sai World City,navi-mumbai,16399999.999999998,877.0,1,18700.11402508552,7485247.92,26591931.46,RENTING is financially better
Godrej Eternal Palms,navi-mumbai,36600000.0,919.0,1,39825.89771490751,16704882.55,53437726.44,RENTING is financially better
Sai Platinum,navi-mumbai,16800000.0,956.0,1,17573.221757322175,7667814.94,26503200.96,RENTING is financially better
Siddharth Builders Geetanjali Bellezza,navi-mumbai,8090000.000000001,711.0,1,11378.34036568214,3692418.03,16728174.15,RENTING is financially better
The Arena at Hiranandani Fortune city,navi-mumbai,22100000.0,1282.0,4,17238.689547581904,10086827.99,31047270.66,RENTING is financially better
Ravriya Neelkanth Darshan,navi-mumbai,20800000.0,1140.0,2,18245.61403508772,9493485.17,30425008.39,RENTING is financially better
Hiranandani Golden Willows,navi-mumbai,20100000.0,1247.0,2,16118.6848436247,9173992.88,28634024.7,RENTING is financially better
Kamdhenu Zenith,navi-mumbai,15900000.0,677.0,1,23485.96750369276,7257039.14,27506347.26,RENTING is financially better
Satyam Surya Manhattan,navi-mumbai,18600000.0,1844.0,3,10087.0,8489366.54,21878084.81,RENTING is financially better
LA MER ONE,navi-mumbai,7150000.0,599.0,1,11936.560934891486,3263385.53,16352217.01,RENTING is financially better
Nisarg Aura,navi-mumbai,9490000.0,720.0,1,13180.555555555557,4331402.61,18540451.68,RENTING is financially better
Dream Meadows,navi-mumbai,8530000.0,707.0,1,12065.063649222066,3893241.75,17351937.47,RENTING is financially better
Satyam Seasons,navi-mumbai,40700000.0,1267.0,3,32123.12549329124,18576194.53,56192607.91,RENTING is financially better
Neelkanth Palm President,navi-mumbai,28300000.0,1197.0,2,23642.43943191312,12916616.84,40063916.06,RENTING is financially better
Gami Satyam Skyscape,navi-mumbai,35000000.0,1348.0,4,25964.39169139466,15974614.46,47880455.82,RENTING is financially better
Raheja Lunaris,navi-mumbai,16399999.999999998,649.0,1,25269.645608628656,7485247.92,28401300.47,RENTING is financially better
Wadhwa Wise City,navi-mumbai,7759999.999999999,518.0,1,14980.69498069498,3541800.23,17815774.15,RENTING is financially better
Saubhagyam,navi-mumbai,8330000.0,580.0,1,14362.06896551724,3801958.24,18090687.75,RENTING is financially better
Saras Vatika,navi-mumbai,12700000.0,1017.0,5,12487.70894788594,5796502.96,20502565.44,RENTING is financially better
Hiranandani Fortune City,navi-mumbai,17600000.0,1103.0,3,15956.482320942883,8032948.99,26413034.1,RENTING is financially better
Sai Platinum,navi-mumbai,16800000.0,956.0,1,17573.221757322175,7667814.94,26503200.96,RENTING is financially better
Mansh Bhaveshwar Callista,navi-mumbai,9930000.0,1120.0,3,8866.07142857143,4532226.33,15958140.08,RENTING is financially better
Majestique Evolvus,pune,16299999.999999998,1149.0,5,14186.248912097475,7439606.16,24298835.98,RENTING is financially better
Ashiana Malhar,pune,10500000.0,1045.0,5,10047.846889952154,4792384.34,17320262.25,RENTING is financially better
Godrej Emerald Waters,pune,12600000.0,921.0,1,13680.781758957655,5750861.21,21129855.02,RENTING is financially better
Godrej Serene,pune,9440000.0,947.0,1,9968.32101372756,4308581.73,16671743.5,RENTING is financially better
Vilas Javdekar Yashwin Enchante,pune,7159999.999999999,709.0,1,10098.73060648801,3267949.7,15492730.82,RENTING is financially better
Rama Fusion Towers,pune,6600000.0,679.0,1,9720.17673048601,3012355.87,14977325.7,RENTING is financially better
Nyati Exuberance I,pune,6640000.000000001,701.0,1,7289.0,3030612.57,14856557.46,RENTING is financially better
Shubh Nirvana,pune,20800000.0,1332.0,3,15615.615615615616,9493485.17,28901329.23,RENTING is financially better
Prasun Adara,pune,16000000.0,1246.0,2,12841.091492776886,7302680.9,23125410.57,RENTING is financially better
Kalpataru Blossoms,pune,30800000.0,1677.0,3,18366.12999403697,14057660.73,39618468.12,RENTING is financially better
Kalpataru Jade Skyline,pune,18000000.0,1189.0,4,15138.772077375948,8215516.01,26268752.8,RENTING is financially better
VTP MONARQUE,pune,10400000.0,860.0,1,12093.023255813954,4746742.58,18653840.61,RENTING is financially better
City One Vezdaa,pune,13799999.999999998,1203.0,4,11471.321695760596,6298562.27,20506551.24,RENTING is financially better
Regency Astra,pune,12000000.0,890.0,1,13483.14606741573,5477010.67,20568565.73,RENTING is financially better
Lodha Magnus,pune,20500000.0,1388.0,5,14769.452449567723,9356559.9,28053272.81,RENTING is financially better
Lodha Bella Vita,pune,9660000.0,813.0,1,11884.0,4408993.59,18031154.58,RENTING is financially better
Majestique Signature Towers,pune,13700000.000000002,865.0,1,15838.150289017343,6252920.52,23054311.43,RENTING is financially better
Sagitarius Bluegrass Residences,pune,52200000.0,1689.0,4,30905.86145648313,23824996.43,68316937.96,RENTING is financially better
Vivanta Yashada Earthsong,pune,15900000.0,1374.0,4,8945.0,7257039.14,21975074.46,RENTING is financially better
Valeentina Tower,pune,15800000.0,1252.0,4,12619.808306709265,7211397.39,22808695.6,RENTING is financially better
Ganga New Town Phase 2,pune,8080000.0,828.0,1,9758.454106280193,3687853.85,15786227.16,RENTING is financially better
The Greenfront at Godrej Park World,pune,14900000.0,1198.0,4,12437.395659432388,6800621.59,22026280.37,RENTING is financially better
Kohinoor Central Park,pune,10600000.0,955.0,1,11099.476439790576,4838026.09,18169036.86,RENTING is financially better
Tulip Infinity Evana,pune,16000000.0,1210.0,3,13223.140495867769,7302680.9,23411100.41,RENTING is financially better
Livience Aleenta,pune,24700000.000000004,1450.0,4,17034.482758620692,11273513.63,33212351.37,RENTING is financially better
Rohan Saroha,pune,13400000.0,1355.0,5,9889.29889298893,6115995.25,18762105.23,RENTING is financially better
Shapoorji Pallonji Vanaha,pune,23500000.0,1497.0,2,15698.062792251169,10725812.57,31224767.42,RENTING is financially better
Kolte Patil 24K Manor,pune,26400000.0,1476.0,5,13643.0,12049423.48,35293369.8,RENTING is financially better
1 Residences By Burgundy,pune,30800000.0,1696.0,3,18160.377358490565,14057660.73,39467687.37,RENTING is financially better
Lodha Panache,pune,14300000.0,1122.0,2,12745.098039215687,6526771.05,21822103.38,RENTING is financially better
Bramhacorp Sun Valley,pune,17400000.0,1364.0,2,12756.598240469208,7941665.48,24072682.73,RENTING is financially better
Runwal The Central Park,pune,15000000.0,978.0,1,15337.423312883437,6846263.34,23906712.75,RENTING is financially better
Pristine O2 World,pune,18200000.0,1393.0,5,13065.326633165829,8306799.52,24918943.68,RENTING is financially better
Altamira by Vtp Luxe,pune,17400000.0,1447.0,2,12024.879060124396,7941665.48,23414008.93,RENTING is financially better
Basil Maximus,pune,7880000.0,789.0,1,9987.325728770596,3596570.34,15826624.5,RENTING is financially better
Venkatesh Erandwane Central,pune,30000000.0,1165.0,4,25751.07296137339,13692526.68,42605212.57,RENTING is financially better
Duville Riverdale Grand,pune,19800000.0,1417.0,2,13973.18278052223,9037067.61,26881283.77,RENTING is financially better
Godrej Skyline,pune,33200000.0,1586.0,2,20933.16519546028,15153062.86,43569828.54,RENTING is financially better
Bramhacorp Sun Valley,pune,15000000.0,1180.0,3,12711.86440677966,6846263.34,22303675.29,RENTING is financially better
Raheja Stellar,pune,27000000.0,2100.0,5,12890.0,12323274.01,31148712.5,RENTING is financially better
Nirman Serenopolis,pune,10500000.0,921.0,1,11400.651465798046,4792384.34,18304305.04,RENTING is financially better
Lodha Panache,pune,13000000.0,991.0,1,13118.062563067608,5933428.23,21112546.99,RENTING is financially better
Pristine Allure,pune,9230000.0,760.0,1,12144.736842105263,4212734.04,17873188.52,RENTING is financially better
Geras Joy on the Treetops,pune,7590000.000000001,692.0,1,10968.20809248555,3464209.25,16206204.91,RENTING is financially better
ARV Richvue,pune,10200000.0,1028.0,4,9922.178988326848,4655459.07,17051521.34,RENTING is financially better
Majestique Mrugavarsha,pune,8230000.0,990.0,1,8313.131313131313,3756316.49,14702447.87,RENTING is financially better
Kasturi Eon Homes,pune,10900000.0,839.0,1,12991.65673420739,4974951.36,19493243.02,RENTING is financially better
Rohan Harita,pune,14300000.0,1106.0,5,12929.475587703437,6526771.05,21949076.64,RENTING is financially better
Lodha Panache,pune,14300000.0,1088.0,3,13143.382352941177,6526771.05,22091921.56,RENTING is financially better
Majestique Towers,pune,11200000.000000002,851.0,1,13160.987074030554,5111876.63,19801663.06,RENTING is financially better
Vasupujya Neco Park Central,pune,9300000.0,817.0,1,11383.10893512852,4244683.27,17515031.27,RENTING is financially better
ANP Privado,pune,28000000.0,1309.0,5,19321.0,12779691.57,38771453.22,RENTING is financially better
Venkatesh Skylife,pune,20400000.0,1364.0,3,14956.01173020528,9310918.14,28109182.7,RENTING is financially better
Lodha Panache,pune,13799999.999999998,1088.0,5,12683.823529411762,6298562.27,21419171.57,RENTING is financially better
Godrej Elaris,pune,16900000.0,915.0,1,18469.945355191256,7713456.7,26963119.95,RENTING is financially better
Kolte Patil 24K Altura,pune,25900000.0,1335.0,4,14387.0,11821214.7,35739571.69,RENTING is financially better
VTP Velvet Villas,pune,135700000.0,4132.0,2,32841.239109390124,61935862.36,161278956.9,RENTING is financially better
Pristine The Lords Part 1,pune,26300000.0,1600.0,3,12213.0,12003781.72,34174777.0,RENTING is financially better
Parsvnath La Tropicana,new-delhi,44600000.0,2650.0,4,16851.0,20356223.0,50464806.38,RENTING is financially better
DDA Flats Munirka,new-delhi,17900000.0,1200.0,4,14917.0,8169874.25,26046908.68,RENTING is financially better
Vasant Vihar Builder Floor,new-delhi,130000000.0,2250.0,3,61466.0,59334282.29,168544837.11,RENTING is financially better
Din Apartment,new-delhi,29200000.0,1750.0,3,15784.0,13327392.64,36886352.63,RENTING is financially better
Dream Apartments,new-delhi,29500000.0,1600.0,4,16857.0,13464317.9,38480376.97,RENTING is financially better
Brindawan Garden Apartment,new-delhi,28900000.0,1650.0,3,15622.0,13190467.37,37276285.53,RENTING is financially better
Shree Radha Krishna Apartment,new-delhi,26800000.0,1650.0,5,15765.0,12231990.5,34450735.55,RENTING is financially better
TARC Kailasa,new-delhi,90000000.0,3000.0,4,26163.0,41077580.04,108772965.78,RENTING is financially better
DDA Flats Vasant Kunj,new-delhi,42500000.0,1750.0,3,24286.0,19397746.13,54781502.49,RENTING is financially better
Princess Park Apartments,new-delhi,34500000.0,1950.0,2,17692.0,15746405.68,42430336.77,RENTING is financially better
Konark Apartments,new-delhi,16500000.0,1050.0,2,14348.0,7530889.67,25353583.04,RENTING is financially better
DDA Flats Sector C Pocket 3,new-delhi,35500000.0,1400.0,3,23667.0,16202823.24,48140542.71,RENTING is financially better
Nanda Devi Apartments,new-delhi,27900000.0,1600.0,5,15500.0,12734049.81,36327576.99,RENTING is financially better
Brindawan Garden Apartment,new-delhi,28900000.0,1650.0,2,15622.0,13190467.37,37276285.53,RENTING is financially better
New Jyoti Apartments,new-delhi,26500000.0,1300.0,5,15588.0,12095065.24,36824625.7,RENTING is financially better
Sunny Valley Apartments,new-delhi,31500000.0,1950.0,3,16154.0,14377153.02,38393836.8,RENTING is financially better
DLF One Midtown,new-delhi,61000000.0,2200.0,2,26522.0,27841470.92,76102129.26,RENTING is financially better
Brotherhood Apartment,new-delhi,14000000.0,1250.0,3,11667.0,6389845.78,20402667.27,RENTING is financially better
Mayank Apartments,new-delhi,22500000.0,950.0,1,20089.0,10269395.01,34220165.88,RENTING is financially better
DDA Flats Vasant Kunj,new-delhi,33000000.0,1500.0,3,19412.0,15061779.35,43983209.83,RENTING is financially better
DDA Rainbow Apartments,new-delhi,14500000.0,1050.0,3,12083.0,6618054.56,22662583.06,RENTING is financially better
DDA Flats Sarita Vihar,new-delhi,25400000.0,1700.0,3,14514.0,11593005.92,32170244.11,RENTING is financially better
RWA Panchsheel Enclave,new-delhi,62000000.0,2385.0,3,25996.0,28297888.48,75979500.89,RENTING is financially better
Shree Awas,new-delhi,19800000.0,1000.0,3,15840.0,9037067.61,30190524.46,RENTING is financially better
New Modern Appartment,new-delhi,23800000.0,1250.0,3,19040.0,10862737.83,33588567.17,RENTING is financially better
DDA Flats Munirka,new-delhi,18000000.0,1000.0,2,15000.0,8215516.01,27768624.48,RENTING is financially better
DDA Venus Apartment,new-delhi,11000000.0,850.0,1,12941.176470588236,5020593.12,19540498.9,RENTING is financially better
East of Kailash,new-delhi,55000000.0,1500.0,4,30556.0,25102965.58,73584209.61,RENTING is financially better
Sector 5 Pocket 1 DDA SFS Flats,new-delhi,22500000.0,1600.0,5,12500.0,10269395.01,29061877.04,RENTING is financially better
Luxury Floors by Mark Developers,new-delhi,25000000.0,2650.0,2,9259.0,11410438.9,24093006.58,RENTING is financially better
M3M The Cullinan,noida,70400000.0,3200.0,5,22000.0,32131795.95,80814000.18,RENTING is financially better
L and T Green Reserve,noida,48600000.0,1785.0,4,22498.0,22181893.22,62711298.41,RENTING is financially better
ATS Picturesque Reprieves,noida,28200000.0,2350.0,4,12000.0,12870975.08,30779355.24,RENTING is financially better
ATS Picturesque Reprieves,noida,28200000.0,2350.0,3,12000.0,12870975.08,30779355.24,RENTING is financially better
ATS Rhapsody,noida,21600000.0,1205.0,2,12021.0,9858619.21,30985579.5,RENTING is financially better
M3M The Cullinan,noida,70400000.0,3200.0,4,22000.0,32131795.95,80814000.18,RENTING is financially better
Amrapali Heart Beat City,noida,18100000.0,1735.0,2,10461.0,8261157.76,22070340.17,RENTING is financially better
ATS Picturesque Reprieves,noida,28200000.0,2350.0,5,12000.0,12870975.08,30779355.24,RENTING is financially better
Sam Palm Olympia,noida,15500000.0,1517.0,4,10246.0,7074472.12,20302050.92,RENTING is financially better
ATS Picturesque Reprieves,noida,28200000.0,2350.0,3,12000.0,12870975.08,30779355.24,RENTING is financially better
AVP AVS Orchard,noida,14500000.0,1320.0,5,11025.0,6618054.56,20519909.24,RENTING is financially better
ATS Picturesque Reprieves,noida,28200000.0,2350.0,3,12000.0,12870975.08,30779355.24,RENTING is financially better
Jaypee Greens Imperial Court,noida,43300000.0,2607.0,3,16631.0,19762880.18,49056897.04,RENTING is financially better
Ivory County,noida,37500000.0,2304.0,2,16300.0,17115658.35,43657553.28,RENTING is financially better
The 3C Lotus Boulevard,noida,24300000.0,1717.0,3,14164.0,11090946.61,30555285.03,RENTING is financially better
Ivory County,noida,37500000.0,2304.0,4,16300.0,17115658.35,43657553.28,RENTING is financially better
Ivory County,noida,37500000.0,2304.0,4,16300.0,17115658.35,43657553.28,RENTING is financially better
Radhey Casa Greens 1,noida,9810000.0,710.0,1,8245.0,4477456.22,19050369.97,RENTING is financially better
M3M Jacob and Co Residences,noida,75000000.0,2500.0,2,30000.0,34231316.7,92558380.42,RENTING is financially better
ATS Kingston Heath,noida,28900000.0,2350.0,4,12306.0,13190467.37,31721205.24,RENTING is financially better
ABA Cleo County,noida,33600000.0,1182.0,2,18393.0,15335629.88,47314103.44,RENTING is financially better
Shri Radha Aqua Gardens,noida,9810000.0,613.0,1,9000.0,4477456.22,19820145.38,RENTING is financially better
ACE Divino,noida,10100000.0,995.0,1,10224.0,4609817.32,17178853.7,RENTING is financially better
Ivory County,noida,37500000.0,2304.0,4,16300.0,17115658.35,43657553.28,RENTING is financially better
Nimbus The Arista Luxe,noida,15700000.0,1294.0,5,12202.0,7165755.63,22340840.78,RENTING is financially better
ATS Homekraft Happy Trails,noida,20000000.0,1625.0,4,12308.0,9128351.12,25499731.34,RENTING is financially better
SKA Divya Towers,noida,19000000.0,1775.0,2,10714.0,8671933.57,22963857.0,RENTING is financially better
Ace Starlit,noida,25700000.0,1775.0,4,14500.0,11729931.19,31978706.94,RENTING is financially better
Nirala Estate Phase 2,noida,18500000.0,1645.0,5,11258.0,8443724.79,23322764.78,RENTING is financially better
Prateek Canary,noida,43400000.0,2555.0,2,17000.0,19808521.93,49604110.15,RENTING is financially better
M3M Jacob and Co Residences,noida,75000000.0,2500.0,4,30000.0,34231316.7,92558380.42,RENTING is financially better
M3M The Cullinan,noida,71900000.0,3270.0,2,22000.0,32816422.28,82276742.14,RENTING is financially better
Godrej Tropical Isle,noida,38200000.0,2488.0,5,15356.0,17435150.64,43139210.74,RENTING is financially better
